STATION,NAME,DATE,PRCP,SNWD,TAVG,TMAX,TMIN,WDFG,WSFG
CA006131983,"DELHI CS, ON CA",10-10-2020,0,,58,71,44,22,102.9
CA006131983,"DELHI CS, ON CA",11-10-2020,0,,50,58,42,,
CA006131983,"DELHI CS, ON CA",12-10-2020,0.28,,58,68,47,17,87.2
CA006131983,"DELHI CS, ON CA",13-10-2020,0.17,,55,63,47,33,82.8
CA006131983,"DELHI CS, ON CA",14-10-2020,0,,52,63,42,23,82.8
CA006131983,"DELHI CS, ON CA",15-10-2020,0.57,,54,65,43,19,85
CA006131983,"DELHI CS, ON CA",16-10-2020,0.03,,43,51,35,30,78.3
CA006131983,"DELHI CS, ON CA",17-10-2020,0.09,,46,54,37,28,125.3
CA006131983,"DELHI CS, ON CA",18-10-2020,0.02,,51,56,45,34,91.7
CA006131983,"DELHI CS, ON CA",19-10-2020,0.4,,45,47,42,,
CA006131983,"DELHI CS, ON CA",20-10-2020,0.17,,49,55,42,,
CA006131983,"DELHI CS, ON CA",21-10-2020,0.26,,53,63,42,25,96.2
CA006131983,"DELHI CS, ON CA",22-10-2020,0.22,,50,55,44,,
CA006131983,"DELHI CS, ON CA",23-10-2020,0.31,,61,76,45,21,100.7
CA006131983,"DELHI CS, ON CA",24-10-2020,0,,40,47,33,32,82.8
CA006131983,"DELHI CS, ON CA",25-10-2020,0,,39,47,32,,
CA006131983,"DELHI CS, ON CA",26-10-2020,0.01,,43,47,40,,
CA006131983,"DELHI CS, ON CA",27-10-2020,0.15,,41,46,37,,
CA006131983,"DELHI CS, ON CA",28-10-2020,0.01,,44,51,37,25,73.8
CA006131983,"DELHI CS, ON CA",29-10-2020,0,,44,52,37,,
CA006131983,"DELHI CS, ON CA",30-10-2020,0.06,,35,42,28,33,69.3
CA006131983,"DELHI CS, ON CA",31-10-2020,0,,36,47,24,,
CA006131983,"DELHI CS, ON CA",01-11-2020,0.22,,42,53,31,34,111.8
CA006131983,"DELHI CS, ON CA",02-11-2020,0,0,36,42,30,34,127.5
CA006131983,"DELHI CS, ON CA",03-11-2020,0,,44,52,36,,
CA006131983,"DELHI CS, ON CA",04-11-2020,0,,57,65,49,24,100.7
CA006131983,"DELHI CS, ON CA",05-11-2020,0,,58,62,54,23,89.5
CA006131983,"DELHI CS, ON CA",06-11-2020,0,,56,63,49,,
CA006131983,"DELHI CS, ON CA",07-11-2020,0,,52,65,38,,
CA006131983,"DELHI CS, ON CA",08-11-2020,0,,53,72,35,,
CA006131983,"DELHI CS, ON CA",09-11-2020,0,,56,72,40,,
CA006131983,"DELHI CS, ON CA",10-11-2020,0,,60,73,47,24,69.3
CA006131983,"DELHI CS, ON CA",11-11-2020,0.06,,51,69,33,22,94
CA006131983,"DELHI CS, ON CA",12-11-2020,0,,40,49,30,,
CA006131983,"DELHI CS, ON CA",13-11-2020,0,,40,50,30,28,69.3
CA006131983,"DELHI CS, ON CA",14-11-2020,0,,35,43,26,,
CA006131983,"DELHI CS, ON CA",15-11-2020,0.7,,48,56,40,27,167.8
CA006131983,"DELHI CS, ON CA",16-11-2020,0,,37,41,32,26,94
CA006131983,"DELHI CS, ON CA",17-11-2020,0,,31,36,27,33,120.8
CA006131983,"DELHI CS, ON CA",18-11-2020,0,,32,40,25,,
CA006131983,"DELHI CS, ON CA",19-11-2020,0,,49,60,39,27,127.5
CA006131983,"DELHI CS, ON CA",20-11-2020,0,,47,58,37,25,107.4
CA006131983,"DELHI CS, ON CA",21-11-2020,0,,33,41,25,,
CA006131983,"DELHI CS, ON CA",22-11-2020,0.69,,29,33,24,,
CA006131983,"DELHI CS, ON CA",23-11-2020,0,2,34,38,30,,
CA006131983,"DELHI CS, ON CA",24-11-2020,0.15,1.2,33,36,29,,
CA006131983,"DELHI CS, ON CA",25-11-2020,0.36,2,41,49,33,,
CA006131983,"DELHI CS, ON CA",26-11-2020,0.13,,47,51,43,,
CA006131983,"DELHI CS, ON CA",27-11-2020,0,,43,45,41,,
CA006131983,"DELHI CS, ON CA",28-11-2020,0,,38,42,33,,
CA006131983,"DELHI CS, ON CA",29-11-2020,0,,41,49,33,24,78.3
CA006131983,"DELHI CS, ON CA",30-11-2020,0.58,,36,40,31,35,87.2
CA006131983,"DELHI CS, ON CA",01-12-2020,0.46,3.1,30,31,29,35,78.3
CA006131983,"DELHI CS, ON CA",02-12-2020,0.01,3.1,33,37,29,34,96.2
CA006131983,"DELHI CS, ON CA",03-12-2020,0,2.4,38,42,34,27,94
CA006131983,"DELHI CS, ON CA",04-12-2020,0,0.4,36,42,31,25,78.3
CA006131983,"DELHI CS, ON CA",05-12-2020,0,,30,35,25,2,82.8
CA006131983,"DELHI CS, ON CA",06-12-2020,0,,26,30,22,,
CA006131983,"DELHI CS, ON CA",07-12-2020,0,,27,34,20,34,69.3
CA006131983,"DELHI CS, ON CA",08-12-2020,0,,28,36,20,27,80.5
CA006131983,"DELHI CS, ON CA",09-12-2020,0,,36,38,34,25,78.3
CA006131983,"DELHI CS, ON CA",10-12-2020,0,,37,44,30,,
CA006131983,"DELHI CS, ON CA",11-12-2020,0,,40,50,30,,
CA006131983,"DELHI CS, ON CA",12-12-2020,0.47,,46,53,38,25,96.2
CA006131983,"DELHI CS, ON CA",13-12-2020,0.02,,35,39,31,32,73.8
CA006131983,"DELHI CS, ON CA",14-12-2020,0,,30,35,26,31,85
CA006131983,"DELHI CS, ON CA",15-12-2020,0,,26,29,23,,
CA006131983,"DELHI CS, ON CA",16-12-2020,0.01,,24,26,22,12,69.3
CA006131983,"DELHI CS, ON CA",17-12-2020,0.02,,24,26,22,,
CA006131983,"DELHI CS, ON CA",18-12-2020,0,,26,33,20,,
CA006131983,"DELHI CS, ON CA",19-12-2020,0.11,,33,37,29,,
CA006131983,"DELHI CS, ON CA",20-12-2020,0.1,,35,39,31,,
CA006131983,"DELHI CS, ON CA",21-12-2020,0.01,,35,38,32,,
CA006131983,"DELHI CS, ON CA",22-12-2020,0.01,,33,37,29,34,85
CA006131983,"DELHI CS, ON CA",23-12-2020,0.2,,39,48,29,21,91.7
CA006131983,"DELHI CS, ON CA",24-12-2020,0.56,,37,49,24,20,114.1
CA006131983,"DELHI CS, ON CA",25-12-2020,0.24,2.8,23,26,20,24,87.2
CA006131983,"DELHI CS, ON CA",26-12-2020,0.02,2.8,23,26,20,28,89.5
CA006131983,"DELHI CS, ON CA",27-12-2020,0.19,2.8,33,40,25,17,76.1
CA006131983,"DELHI CS, ON CA",28-12-2020,0.35,0.4,34,42,27,28,102.9
CA006131983,"DELHI CS, ON CA",29-12-2020,0,,24,28,19,,
CA006131983,"DELHI CS, ON CA",30-12-2020,0.73,,35,42,27,22,85
CA006131983,"DELHI CS, ON CA",31-12-2020,0,,28,34,22,31,87.2
CA006131983,"DELHI CS, ON CA",01-01-2021,0.04,,27,34,20,,
CA006131983,"DELHI CS, ON CA",02-01-2021,0.78,,32,33,21,,
CA006131983,"DELHI CS, ON CA",03-01-2021,0.13,,31,33,30,,
CA006131983,"DELHI CS, ON CA",04-01-2021,0,0.4,32,,,,
CA006131983,"DELHI CS, ON CA",05-01-2021,0,,33,35,29,,
CA006131983,"DELHI CS, ON CA",06-01-2021,0,,32,35,27,,
CA006131983,"DELHI CS, ON CA",07-01-2021,0,,31,36,28,,
CA006131983,"DELHI CS, ON CA",08-01-2021,0,,22,32,16,,
CA006131983,"DELHI CS, ON CA",09-01-2021,0,,26,40,15,,
CA006131983,"DELHI CS, ON CA",10-01-2021,0,,27,41,18,,
CA006131983,"DELHI CS, ON CA",11-01-2021,0,,27,36,18,,
CA006131983,"DELHI CS, ON CA",12-01-2021,,,28,31,20,,
CA006131983,"DELHI CS, ON CA",13-01-2021,0,,33,,,,
CA006131983,"DELHI CS, ON CA",14-01-2021,0,,35,,,,
CA006131983,"DELHI CS, ON CA",15-01-2021,0,,36,,,,
CA006131983,"DELHI CS, ON CA",16-01-2021,0.13,,33,42,27,,
CA006131983,"DELHI CS, ON CA",17-01-2021,0,,33,36,26,,
CA006131983,"DELHI CS, ON CA",18-01-2021,0.03,,31,35,28,,
CA006131983,"DELHI CS, ON CA",19-01-2021,0.03,,30,33,26,,
CA006131983,"DELHI CS, ON CA",20-01-2021,0.06,,24,31,20,,
CA006131983,"DELHI CS, ON CA",21-01-2021,0,,30,37,20,,
CA006131983,"DELHI CS, ON CA",22-01-2021,0.04,,30,,,,
CA006131983,"DELHI CS, ON CA",23-01-2021,0.01,,20,34,16,,
CA006131983,"DELHI CS, ON CA",24-01-2021,0,,20,26,11,,
CA006131983,"DELHI CS, ON CA",25-01-2021,0,,25,,,,
CA006131983,"DELHI CS, ON CA",26-01-2021,0.23,,29,33,16,,
CA006131983,"DELHI CS, ON CA",27-01-2021,0.03,0.8,24,31,14,,
CA006131983,"DELHI CS, ON CA",28-01-2021,0,0.8,15,26,6,,
CA006131983,"DELHI CS, ON CA",29-01-2021,0.03,1.2,18,,,,
CA006131983,"DELHI CS, ON CA",30-01-2021,0,,22,27,11,,
CA006131983,"DELHI CS, ON CA",31-01-2021,0,,23,27,17,,
CA006131983,"DELHI CS, ON CA",01-02-2021,0,0.8,22,27,18,,
CA006131983,"DELHI CS, ON CA",02-02-2021,0,1.2,22,,,,
CA006131983,"DELHI CS, ON CA",03-02-2021,0,1.2,25,,,,
CA006131983,"DELHI CS, ON CA",04-02-2021,0,0.8,23,,,,
CA006131983,"DELHI CS, ON CA",05-02-2021,0.59,2.8,27,36,11,,
CA006131983,"DELHI CS, ON CA",06-02-2021,0.01,3.1,17,,,,
CA006131983,"DELHI CS, ON CA",07-02-2021,0.03,3.1,15,,,,
CA006131983,"DELHI CS, ON CA",08-02-2021,0,3.1,6,,,,
CA006131983,"DELHI CS, ON CA",09-02-2021,0.08,5.1,16,,,,
CA006131983,"DELHI CS, ON CA",10-02-2021,0.03,,6,,,,
CA006131983,"DELHI CS, ON CA",13-02-2021,0.07,3.5,16,21,9,,
CA006131983,"DELHI CS, ON CA",14-02-2021,0.04,,15,24,1,,
CA006131983,"DELHI CS, ON CA",15-02-2021,0,,17,24,1,,
CA006131983,"DELHI CS, ON CA",16-02-2021,0.54,7.9,17,24,8,,
CA006131983,"DELHI CS, ON CA",17-02-2021,0,8.3,9,,,,
CA006131983,"DELHI CS, ON CA",18-02-2021,0,7.9,19,,,,
CA006131983,"DELHI CS, ON CA",19-02-2021,0.02,,22,27,13,,
CA006131983,"DELHI CS, ON CA",21-02-2021,0,,25,,,,
CA006131983,"DELHI CS, ON CA",22-02-2021,0.41,9.4,31,,,,
CA006131983,"DELHI CS, ON CA",23-02-2021,0.22,,34,,,,
CA006131983,"DELHI CS, ON CA",24-02-2021,0,,37,47,29,,
CA006131983,"DELHI CS, ON CA",25-02-2021,0,5.5,31,47,25,,
CA006131983,"DELHI CS, ON CA",26-02-2021,0,5.1,28,,,,
CA006131983,"DELHI CS, ON CA",27-02-2021,0.28,,33,41,13,,
CA006131983,"DELHI CS, ON CA",28-02-2021,0.02,,33,,,,
CA006131983,"DELHI CS, ON CA",01-03-2021,0.01,2,35,,,,
CA006131983,"DELHI CS, ON CA",02-03-2021,0,1.6,21,40,17,,
CA006131983,"DELHI CS, ON CA",03-03-2021,0,,35,,,,
CA006131983,"DELHI CS, ON CA",04-03-2021,0,,30,,,,
CA006131983,"DELHI CS, ON CA",05-03-2021,0,,22,33,15,,
CA006131983,"DELHI CS, ON CA",06-03-2021,0,,27,32,16,,
CA006131983,"DELHI CS, ON CA",07-03-2021,0,,22,,,,
CA006131983,"DELHI CS, ON CA",08-03-2021,0,0.4,29,,,,
CA006131983,"DELHI CS, ON CA",09-03-2021,0,0.4,41,,,,
CA006131983,"DELHI CS, ON CA",10-03-2021,0,0.4,42,,,,
CA006131983,"DELHI CS, ON CA",11-03-2021,0.02,,59,,,,
CA006131983,"DELHI CS, ON CA",12-03-2021,0,,44,63,35,,
CA006131983,"DELHI CS, ON CA",13-03-2021,0,,30,52,24,,
CA006131983,"DELHI CS, ON CA",14-03-2021,0,,35,40,23,,
CA006131983,"DELHI CS, ON CA",15-03-2021,0,,25,40,16,,
CA006131983,"DELHI CS, ON CA",16-03-2021,0.1,,31,,,,
CA006131983,"DELHI CS, ON CA",17-03-2021,0,,39,,,,
CA006131983,"DELHI CS, ON CA",18-03-2021,0.02,,41,54,28,,
CA006131983,"DELHI CS, ON CA",19-03-2021,0,,33,43,24,,
CA006131983,"DELHI CS, ON CA",20-03-2021,0,,35,,,,
CA006131983,"DELHI CS, ON CA",21-03-2021,0,,40,,,,
CA006131983,"DELHI CS, ON CA",22-03-2021,0,,45,,,,
CA006131983,"DELHI CS, ON CA",23-03-2021,0,,47,66,26,,
CA006131983,"DELHI CS, ON CA",24-03-2021,0,,56,68,31,,
CA006131983,"DELHI CS, ON CA",25-03-2021,0.04,,55,69,41,,
CA006131983,"DELHI CS, ON CA",26-03-2021,1.15,,48,,,,
CA006131983,"DELHI CS, ON CA",27-03-2021,0,,45,,,,
CA006131983,"DELHI CS, ON CA",28-03-2021,0.38,,43,58,38,,
CA006131983,"DELHI CS, ON CA",29-03-2021,0.03,,35,51,32,,
CA006131983,"DELHI CS, ON CA",30-03-2021,0,,47,,,,
CA006131983,"DELHI CS, ON CA",31-03-2021,0.05,,51,67,36,,
CA006131983,"DELHI CS, ON CA",07-04-2021,0,,54,70,39,,
CA006131983,"DELHI CS, ON CA",08-04-2021,0,,61,78,44,25,80.5
CA006131983,"DELHI CS, ON CA",09-04-2021,0.03,0,63,72,53,22,78.3
CA006131983,"DELHI CS, ON CA",10-04-2021,0.02,,62,78,47,18,78.3
CA006131983,"DELHI CS, ON CA",11-04-2021,0.98,0,59,67,50,15,96.2
CA006131983,"DELHI CS, ON CA",12-04-2021,0.19,,53,60,45,,
CA006131983,"DELHI CS, ON CA",13-04-2021,0,,51,62,41,,
CA006131983,"DELHI CS, ON CA",14-04-2021,0.01,,47,57,37,34,71.6
CA006131983,"DELHI CS, ON CA",15-04-2021,0.11,,39,44,35,34,80.5
CA006131983,"DELHI CS, ON CA",16-04-2021,0,,40,42,38,34,78.3
CA006131983,"DELHI CS, ON CA",17-04-2021,0,,45,53,38,,
CA006131983,"DELHI CS, ON CA",18-04-2021,0,,49,58,39,25,73.8
CA006131983,"DELHI CS, ON CA",19-04-2021,0.24,,51,62,40,24,87.2
CA006131983,"DELHI CS, ON CA",20-04-2021,0.23,,35,40,30,29,73.8
CA006131983,"DELHI CS, ON CA",21-04-2021,0.23,3.5,31,36,26,31,76.1
CA006131983,"DELHI CS, ON CA",22-04-2021,0,0.4,34,42,25,33,98.4
CA006131983,"DELHI CS, ON CA",23-04-2021,0,,45,58,32,23,78.3
CA006131983,"DELHI CS, ON CA",24-04-2021,0,,49,63,35,,
CA006131983,"DELHI CS, ON CA",25-04-2021,0.02,,39,51,28,35,102.9
CA006131983,"DELHI CS, ON CA",26-04-2021,0,,37,48,26,,
CA006131983,"DELHI CS, ON CA",27-04-2021,0,,56,73,39,,
CA006131983,"DELHI CS, ON CA",28-04-2021,0.05,,59,75,43,27,91.7
CA006131983,"DELHI CS, ON CA",29-04-2021,0.37,,50,55,45,,
CA006131983,"DELHI CS, ON CA",30-04-2021,0,,43,49,37,33,138.7
CA006131983,"DELHI CS, ON CA",01-05-2021,0,,43,57,29,23,91.7
CA006131983,"DELHI CS, ON CA",02-05-2021,0,,63,76,51,27,80.5
CA006131983,"DELHI CS, ON CA",03-05-2021,0.13,,53,62,44,,
CA006131983,"DELHI CS, ON CA",04-05-2021,0.03,,53,63,44,34,71.6
CA006131983,"DELHI CS, ON CA",05-05-2021,0,,45,53,38,32,89.5
CA006131983,"DELHI CS, ON CA",06-05-2021,0.13,,45,58,33,34,80.5
CA006131983,"DELHI CS, ON CA",07-05-2021,0.07,,46,52,40,,
CA006131983,"DELHI CS, ON CA",08-05-2021,0.01,,44,55,33,32,76.1
CA006131983,"DELHI CS, ON CA",09-05-2021,0,,41,51,31,,
CA006131983,"DELHI CS, ON CA",10-05-2021,0,,44,56,32,33,82.8
CA006131983,"DELHI CS, ON CA",11-05-2021,0,,41,50,33,33,94
CA006131983,"DELHI CS, ON CA",12-05-2021,0,,50,64,35,5,82.8
CA006131983,"DELHI CS, ON CA",13-05-2021,0,,50,68,32,,
CA006131983,"DELHI CS, ON CA",14-05-2021,0,,50,69,32,30,71.6
CA006131983,"DELHI CS, ON CA",15-05-2021,0,,54,72,36,24,73.8
CA006131983,"DELHI CS, ON CA",16-05-2021,0,,54,69,38,,
CA006131983,"DELHI CS, ON CA",17-05-2021,0,,56,74,37,,
CA006131983,"DELHI CS, ON CA",18-05-2021,0,,60,79,40,,
CA006131983,"DELHI CS, ON CA",19-05-2021,0,,63,83,44,,
CA006131983,"DELHI CS, ON CA",20-05-2021,0,,70,88,53,,
CA006131983,"DELHI CS, ON CA",21-05-2021,0,,71,87,55,28,73.8
CA006131983,"DELHI CS, ON CA",22-05-2021,0.01,,68,79,57,32,78.3
CA006131983,"DELHI CS, ON CA",23-05-2021,0,,71,83,59,34,71.6
CA006131983,"DELHI CS, ON CA",24-05-2021,0,,67,79,56,,
CA006131983,"DELHI CS, ON CA",25-05-2021,0,,71,87,54,26,96.2
CA006131983,"DELHI CS, ON CA",26-05-2021,0.2,,61,74,49,35,82.8
CA006131983,"DELHI CS, ON CA",27-05-2021,0,,54,68,41,,
CA006131983,"DELHI CS, ON CA",28-05-2021,0.83,,44,50,38,10,91.7
CA006131983,"DELHI CS, ON CA",29-05-2021,0,,50,61,39,4,85
CA006131983,"DELHI CS, ON CA",30-05-2021,0,,52,68,36,,
CA006131983,"DELHI CS, ON CA",31-05-2021,0,,55,72,38,,
CA006131983,"DELHI CS, ON CA",01-06-2021,0,,63,77,49,,
CA006131983,"DELHI CS, ON CA",02-06-2021,0.31,,60,76,45,,
CA006131983,"DELHI CS, ON CA",03-06-2021,0.58,,66,73,59,,
CA006131983,"DELHI CS, ON CA",04-06-2021,0,,68,78,59,23,76.1
CA006131983,"DELHI CS, ON CA",05-06-2021,0,,74,83,64,25,94
CA006131983,"DELHI CS, ON CA",06-06-2021,0,,75,86,64,23,71.6
CA006131983,"DELHI CS, ON CA",07-06-2021,0.06,,74,83,65,24,69.3
CA006131983,"DELHI CS, ON CA",08-06-2021,0.12,,77,86,67,,
CA006131983,"DELHI CS, ON CA",09-06-2021,0.25,,77,88,66,,
CA006131983,"DELHI CS, ON CA",10-06-2021,0,,71,82,61,,
CA006131983,"DELHI CS, ON CA",11-06-2021,0,,72,85,59,,
CA006131983,"DELHI CS, ON CA",12-06-2021,0,,70,80,60,,
CA006131983,"DELHI CS, ON CA",13-06-2021,0,,71,83,58,36,100.7
CA006131983,"DELHI CS, ON CA",14-06-2021,0.16,,67,76,58,31,73.8
CA006131983,"DELHI CS, ON CA",15-06-2021,0,,63,75,50,34,94
CA006131983,"DELHI CS, ON CA",16-06-2021,0,,58,73,43,33,152.1
CA006131983,"DELHI CS, ON CA",17-06-2021,0,,58,77,38,,
CA006131983,"DELHI CS, ON CA",18-06-2021,0.12,,68,76,60,26,82.8
CA006131983,"DELHI CS, ON CA",19-06-2021,0,,69,81,56,33,78.3
CA006131983,"DELHI CS, ON CA",20-06-2021,0.33,,69,85,53,28,87.2
CA006131983,"DELHI CS, ON CA",21-06-2021,0.31,,67,81,53,34,120.8
CA006131983,"DELHI CS, ON CA",24-06-2021,0,,69,81,57,20,102.9
CA006131983,"DELHI CS, ON CA",25-06-2021,0.72,,74,80,68,23,87.2
CA006131983,"DELHI CS, ON CA",26-06-2021,2.15,,75,82,68,23,120.8
CA006131983,"DELHI CS, ON CA",27-06-2021,0,,80,86,73,24,107.4
CA006131983,"DELHI CS, ON CA",28-06-2021,0,,79,88,71,,
CA006131983,"DELHI CS, ON CA",29-06-2021,0,,80,90,69,31,107.4
CA006131983,"DELHI CS, ON CA",30-06-2021,0.08,,74,80,67,,
CA006131983,"DELHI CS, ON CA",01-07-2021,0.07,,70,81,59,1,87.2
CA006131983,"DELHI CS, ON CA",02-07-2021,0.69,,64,72,56,14,174.5
CA006131983,"DELHI CS, ON CA",03-07-2021,0,,65,77,53,,
CA006131983,"DELHI CS, ON CA",04-07-2021,0,,69,81,56,,
CA006131983,"DELHI CS, ON CA",05-07-2021,0,,74,86,61,24,85
CA006131983,"DELHI CS, ON CA",06-07-2021,0,,79,88,71,,
CA006131983,"DELHI CS, ON CA",07-07-2021,0.36,,74,87,61,,
CA006131983,"DELHI CS, ON CA",08-07-2021,0.39,,68,76,61,,
CA006131983,"DELHI CS, ON CA",09-07-2021,0.02,,63,66,60,,
CA006131983,"DELHI CS, ON CA",10-07-2021,0,,66,73,59,,
CA006131983,"DELHI CS, ON CA",11-07-2021,0.16,,63,68,59,,
CA006131983,"DELHI CS, ON CA",12-07-2021,0,,69,75,64,,
CA006131983,"DELHI CS, ON CA",13-07-2021,0,,73,82,63,20,80.5
CA006131983,"DELHI CS, ON CA",14-07-2021,0,,74,83,66,,
CA006131983,"DELHI CS, ON CA",15-07-2021,0,,73,84,63,25,100.7
CA006131983,"DELHI CS, ON CA",16-07-2021,0.33,,66,71,62,,
CA006131983,"DELHI CS, ON CA",17-07-2021,0.94,,64,71,58,,
CA006131983,"DELHI CS, ON CA",18-07-2021,0,,71,86,55,35,73.8
CA006131983,"DELHI CS, ON CA",19-07-2021,0,,71,85,57,,
